Processed_Text,Encoded_Label
never,1
listened perfect silence,1
wished speak would,1
supposed must say entitled clemency wa hard case obliged still lower opinion,0
went however,1
little say conduct,1
wa tempted attention allowed appear pleased,1
old story probablya common caseand ha happened hundred sex yet may excusable one set understanding,0
many circumstance assisted temptation,1
wa son mr,1
westonhe wa continually herei always found pleasantand short sigh let swell cause ever ingeniously centre lastmy vanity wa flattered allowed attention,0
latterly howeverfor time indeed idea meaning thing,1
thought habit trick nothing called seriousness side,1
ha imposed ha injured,1
never attached,1
tolerably comprehend behaviour,1
never wished attach,1
wa merely blind conceal real situation another,1
wa object blind one sure could effectually blinded myselfexcept wa blindedthat wa good fortunethat short wa somehow safe,0
hoped answer herefor word say conduct wa least intelligible wa silent far could judge deep thought,0
last tolerably usual tone said never high opinion frank churchill,0
suppose however may underrated,1
acquaintance ha trifling,1
even underrated hitherto may yet turn well,1
woman ha chance,1
motive wishing illand sake whose happiness involved good character conduct shall certainly wish well,0
doubt happy together said emma believe mutually sincerely attached,0
fortunate man returned mr,1
knightley energy,1
early lifeat threeandtwentya period man chuses wife generally chuses ill,0
threeandtwenty drawn prize year felicity man human calculation ha himassured love womanthe disinterested love jane fairfaxs character vouches disinterestedness every thing favour equality situationi mean far regard society habit manner important equality every point one one since purity heart doubted must increase felicity bestow advantage want,0
man would always wish give woman better home one take doubt regard must think happiest mortal,0
frank churchill indeed favourite fortune,1
every thing turn good,1
meet young woman wateringplace gain affection even weary negligent treatmentand family sought round world perfect wife could found superior,0
aunt way,1
aunt dy,1
ha speak,1
friend eager promote happiness,1
used every body illand delighted forgive,1
fortunate man indeed speak envied,1
envy emma,1
one respect object envy,1
emma could say,1
seemed within half sentence harriet immediate feeling wa avert subject possible,0
made plan would speak something totally differentthe child brunswick square waited breath begin mr,0
knightley startled saying ask point envy,1
determined see curiosity,1
wisebut wise,1
emma must tell ask though may wish unsaid next moment,0
oh dont speak dont speak eagerly cried,1
take little time consider commit,1
thank said accent deep mortification another syllable followed,1
emma could bear give pain,1
wa wishing confide perhaps consult hercost would would listen,0
might assist resolution reconcile might give praise harriet representing independence relieve state indecision must intolerable alternative mind,0
reached house,1
going suppose said,1
noreplied emmaquite confirmed depressed manner still spokei like take another turn,0
mr,1
perry gone,1
proceeding step added stopped ungraciously mr,1
knightley afraid gave pain,1
wish speak openly friend ask opinion thing may contemplationas friend indeed may command,0
hear whatever like,1
tell exactly think,1
friendrepeated mr,1
knightley,1
emma fear wordno wishstay yes hesitate gone far already concealment,0
emma accept offer extraordinary may seem accept refer friend,0
tell chance ever succeeding stopped earnestness look question expression eye overpowered,0
dearest emma said dearest always whatever event hour conversation dearest beloved emmatell,0
say said,1
could really say nothing,1
silent cried great animation absolutely silent present ask,1
emma wa almost ready sink agitation moment,1
dread awakened happiest dream wa perhaps prominent feeling,1
make speech emma soon resumed tone sincere decided intelligible tenderness wa tolerably convincing,0
loved less might able talk,1
know,1
hear nothing truth,1
blamed lectured borne woman england would borne,1
bear truth would tell dearest emma well borne,1
manner perhaps may little recommend,1
god know indifferent lover,1
understand,1
yes see understand feeling return,1
present ask hear hear voice,1
spoke emmas mind wa busy wonderful velocity thought ableand yet without losing word catch comprehend exact truth whole see harriets hope entirely groundless mistake delusion complete delusion ownthat harriet wa nothing wa every thing saying relative harriet taken language feeling agitation doubt reluctance discouragement received discouragement,0
wa time conviction glow attendant happiness wa time also rejoice harriets secret escaped resolve need,0
wa service could render poor friend heroism sentiment might prompted entreat transfer affection harriet infinitely worthy two even simple sublimity resolving refuse ever without vouchsafing motive could marry emma,0
felt harriet pain contrition flight generosity run mad opposing could probable reasonable entered brain,0
led friend astray would reproach ever judgment wa strong feeling strong ever reprobating alliance unequal degrading,0
way wa clear though quite smooth,1
spoke entreated,1
sayjust ought course,1
lady always doe,1
said enough shew need despairand invite say,1
despaired one period received injunction caution silence time crushed every hopeshe begun refusing hear,0
change perhaps somewhat suddenher proposal taking another turn renewing conversation put end might little extraordinaryshe felt inconsistency mr,0
knightley wa obliging put seek farther explanation,1
seldom seldom doe complete truth belong human disclosure seldom happen something little disguised little mistaken case though conduct mistaken feeling may material,0
mr,1
knightley could impute emma relenting heart possessed heart disposed accept,0
fact wholly unsuspicious influence,1
followed shrubbery idea trying,1
come anxiety see bore frank churchill engagement selfish view view endeavouring allowed opening soothe counsel,0
rest work moment immediate effect heard feeling,1
delightful assurance total indifference towards frank churchill heart completely disengaged given birth hope time might gain affection himselfbut present hopehe momentary conquest eagerness judgment aspired told forbid attempt attach,0
superior hope gradually opened much enchanting,1
affection asking allowed create could wa already hiswithin half hour passed thoroughly distressed state mind something like perfect happiness could bear name,0
change wa equal,1
one halfhour given precious certainty beloved cleared degree ignorance jealousy distrust,0
side longstanding jealousy old arrival even expectation frank churchill,0
love emma jealous frank churchill period one sentiment probably enlightened,0
wa jealousy frank churchill taken country,1
box hill party decided going away,1
would save witnessing permitted encouraged attention,1
gone learn indifferent,1
gone wrong place,1
wa much domestic happiness brother house woman wore amiable form isabella wa much like emmadiffering striking inferiority always brought brilliancy much done even time longer,0
stayed however vigorously day daytill morning post conveyed history jane fairfax,0
gladness must felt nay scruple feel never believed frank churchill deserving emma wa much fond solicitude much keen anxiety could stay longer,0
ridden home rain walked directly dinner see sweetest best creature faultless spite fault bore discovery,0
found agitated low,1
frank churchill wa villain,1
heard declare never loved,1
frank churchill character wa desperate,1
wa emma hand word returned house could thought frank churchill might deemed good sort fellow,0
chapter xiv totally different feeling emma take back house brought outshe daring hope little respite sufferingshe wa exquisite flutter happiness happiness moreover believed must still greater flutter passed away,0
sat teathe party round table often collectedand often eye fallen shrub lawn observed beautiful effect western sunbut never state spirit never thing like wa difficulty could summon enough usual self attentive lady house even attentive daughter,0
poor mr,1
woodhouse little suspected wa plotting breast man wa cordially welcoming anxiously hoping might taken cold ride,0
could seen heart would cared little lung without distant imagination impending evil without slightest perception thing extraordinary look way either repeated comfortably article news received mr,0
perry talked much selfcontentment totally unsuspicious could told return,0
long mr,1
knightley remained emmas fever continued wa gone began little tranquillised subduedand course sleepless night wa tax evening found one two serious point consider made feel even happiness must alloy,0
fatherand harriet,1
could alone without feeling full weight separate claim guard comfort utmost wa question,0
respect father wa question soon answered,1
hardly knew yet mr,1
knightley would ask short parley heart produced solemn resolution never quitting father,0
even wept idea sin thought,1
lived must engagement flattered divested danger drawing away might become increase comfort,0
best harriet wa difficult decision spare unnecessary pain make possible atonement appear least enemy subject perplexity distress great mind pas every bitter reproach sorrowful regret ever surrounded,0
could resolve last would still avoid meeting communicate need told letter would inexpressibly desirable removed time highbury andindulging one scheme nearly resolve might practicable get invitation brunswick square,0
isabella pleased harriet week spent london must give amusement,0
think harriets nature escape benefited novelty variety street shop child,0
rate would proof attention kindness every thing wa due separation present averting evil day must together,0
rose early wrote letter harriet employment left serious nearly sad mr,0
knightley walking hartfield breakfast arrive soon half hour stolen afterwards go ground literally figuratively wa quite necessary reinstate proper share happiness evening,0
left long mean long enough slightest inclination thinking body else letter wa brought randallsa thick lettershe guessed must contain deprecated necessity reading,0
wa perfect charity frank churchill wanted explanation wanted thought understanding thing wrote wa sure wa incapable,0
must waded however,1
opened packet wa surely soa note mr,1
weston ushered letter frank mr,1
weston,1
greatest pleasure dear emma forwarding enclosed,1
know thorough justice scarcely doubt happy effect,1
think shall never materially disagree writer delay long preface,0
quite well,1
letter ha cure little nervousness feeling lately,1
quite like look tuesday wa ungenial morning though never affected weather think every body feel northeast wind,0
felt dear father much storm tuesday afternoon yesterday morning comfort hearing last night mr,0
perry made ill,1
ever,1
w,1
mr,1
weston,1
windsorjuly,1
dear madam made intelligible yesterday letter expected expected know read candour indulgence,0
goodness believe need even goodness allow part past conduct,0
forgiven one still resent,1
courage rise write,1
difficult prosperous humble,1
already met success two application pardon may danger thinking sure among friend ground offence,0
must endeavour comprehend exact nature situation first arrived randalls must consider secret wa kept hazard,0
wa fact,1
right place situation requiring concealment another question,1
shall discus,1
temptation think right refer every caviller brick house sashed window casement highbury,0
dared address openly difficulty state enscombe must well known require definition wa fortunate enough prevail parted weymouth induce upright female mind creation stoop charity secret engagement,0
refused gone mad,1
ready say wa hope thiswhat look forward thing every thingto time chance circumstance slow effect sudden burst perseverance weariness health sickness,0
every possibility good wa first blessing secured obtaining promise faith correspondence,0
need farther explanation honour dear madam husband son advantage inheriting disposition hope good inheritance house land ever equal value,0
see circumstance arriving first visit randallsand conscious wrong visit might sooner paid,0
look back see come till miss fairfax wa highbury person slighted forgive instantly must work father compassion reminding long absented house long lost blessing knowing,0
behaviour happy fortnight spent hope lay open reprehension excepting one point,0
come principal important part conduct belonging excites anxiety requires solicitous explanation,0
greatest respect warmest friendship mention miss woodhouse father perhaps think ought add deepest humiliation,0
word dropped yesterday spoke opinion censure acknowledge liable,1
behaviour miss woodhouse indicated believe ought,1
order assist concealment essential wa led make allowable use sort intimacy immediately thrown,0
deny miss woodhouse wa ostensible objectbut sure believe declaration convinced indifference would induced selfish view go,0
amiable delightful miss woodhouse never gave idea young woman likely attached wa perfectly free tendency attached wa much conviction wish,0
received attention easy friendly goodhumoured playfulness exactly suited,1
seemed understand,1
relative situation attention due felt,1
whether miss woodhouse began really understand expiration fortnight saywhen called take leave remember wa within moment confessing truth fancied wa without suspicion doubt since detected least degree,0
may surmised whole quickness must penetrated part,1
doubt,1
find whenever subject becomes freed present restraint take wholly surprize,0
frequently gave hint,1
remember telling ball owed mr,1
elton gratitude attention miss fairfax,1
hope history conduct towards admitted father great extenuation saw amiss,0
considered sinned emma woodhouse could deserve nothing either,1
acquit procure allowable acquittal good wish said emma woodhouse regard much brotherly affection long deeply happily love,0
whatever strange thing said fortnight key,1
heart wa highbury business wa get body thither often might least suspicion,0
remember queerness set right account,1
pianoforte much talked feel necessary say ordered wa absolutely unknown miss f would never allowed send choice given,0
delicacy mind throughout whole engagement dear madam much beyond power justice,0
soon earnestly hope know thoroughly,1
description describe,1
must tell yet word never wa human creature would designedly suppress merit,0
since began letter longer foresaw heard,1
give good account health never complains dare depend,1
want opinion look,1
know soon call living dread visit,1
perhaps paid already,1
let hear without delay impatient thousand particular,1
remember minute wa randalls bewildered mad state much better yet still insane either happiness misery,0
think kindness favour met excellence patience uncle generosity mad joy recollect uneasiness occasioned little deserve forgiven mad anger,0
could see againbut must propose yet,1
uncle ha good encroach,1
must still add long letter,1
heard ought hear,1
could give connected detail yesterday suddenness one light unseasonableness affair burst need explanation though event th ult,0
conclude immediately opened happiest prospect presumed early measure particular circumstance left hour lose,0
shrunk thing hasty would felt every scruple mine multiplied strength refinement,0
choice,1
hasty engagement entered womanhere dear madam wa obliged leave abruptly recollect compose,0
walking country hope rational enough make rest letter ought,0
fact mortifying retrospect,1
behaved shamefully,1
admit manner miss w,1
unpleasant miss f,1
highly blameable,1
disapproved ought enough,1
plea concealing truth think sufficient,1
wa displeased thought unreasonably thought thousand occasion unnecessarily scrupulous cautious thought even cold,0
wa always right,1
followed judgment subdued spirit level deemed proper escaped greatest unhappiness ever known,0
quarrelled,1
remember morning spent donwellthere every little dissatisfaction occurred came crisis,0
wa late met walking home wanted walk would suffer,0
absolutely refused allow thought unreasonable,1
however see nothing natural consistent degree discretion,1
blind world engagement wa behaving one hour objectionable particularity another woman wa consenting next proposal might made every previous caution uselesshad met walking together donwell highbury truth must suspected,0
wa mad enough however resent,1
doubted affection,1
doubted next day box hill provoked conduct side shameful insolent neglect apparent devotion miss w,0
would impossible woman sense endure spoke resentment form word perfectly intelligible,0
short dear madam wa quarrel blameless side abominable mine returned evening richmond though might staid till next morning merely would angry possible,0
even wa fool mean reconciled time wa injured person injured coldness went away determined make first advance,0
shall always congratulate box hill party,1
witnessed behaviour hardly suppose would ever thought well,1
effect upon appears immediate resolution produced soon found wa really gone randalls closed offer officious mr,0
elton whole system whose treatment bye ha ever filled indignation hatred,0
must quarrel spirit forbearance ha richly extended towards otherwise loudly protest share woman ha known,0
jane indeedyou observe yet indulged calling name even,1
think must endured hearing bandied eltons vulgarity needless repetition insolence imaginary superiority,0
patience shall soon done,1
closed offer resolving break entirely wrote next day tell never meet,0
felt engagement source repentance misery dissolved,1
letter reached morning poor aunt death,1
answered within hour confusion mind multiplicity business falling answer instead sent many letter day wa locked writingdesk trusting written enough though line satisfy remained without uneasiness,0
wa rather disappointed hear speedily made excuse wa busy andmay add cheerful view captious,0
removed windsor two day afterwards received parcel letter returnedand line time post stating extreme surprize smallest reply last adding silence point could misconstrued must equally desirable every subordinate arrangement concluded soon possible sent safe conveyance letter requested could directly command send highbury within week would forward period short full direction mr,0
smallridges near bristol stared face,1
knew name place knew instantly saw,1
wa perfectly accordant resolution character knew possess secrecy maintained design former letter wa equally descriptive anxious delicacy,0
world would seemed threaten,1
imagine shock imagine till actually detected blunder raved blunder post,0
wa doneone thing,1
must speak uncle,1
without sanction could hope listened,1
spoke circumstance favour late event softened away pride wa earlier could anticipated wholly reconciled complying could say last poor man deep sigh wished might find much happiness marriage state done,0
felt would different sort,1
disposed pity must suffered opening cause suspense wa stakeno pity till reached highbury saw ill made,0
pity till saw wan sick look,1
reached highbury time day knowledge late breakfast hour wa certain good chance finding alone,0
wa disappointed last wa disappointed either object journey,1
great deal reasonable displeasure persuade away,1
done reconciled dearer much dearer ever moment uneasiness ever occur u,0
dear madam release could conclude,1
thousand thousand thanks kindness ever shewn ten thousand attention heart dictate towards,0
think way happier deserve quite opinion,1
miss w,1
call child good fortune,1
hope right,1
one respect good fortune undoubted able subscribe obliged affectionate son f,0
c,1
weston churchill,1
chapter xv letter must make way emmas feeling,1
wa obliged spite previous determination contrary justice mr,1
weston foretold,1
soon came name wa irresistible every line relating wa interesting almost every line agreeable charm ceased subject could still maintain natural return former regard writer strong attraction picture love must moment,0
never stopt till gone whole though wa impossible feel wrong yet less wrong supposedand suffered wa sorryand wa grateful mr,0
weston much love miss fairfax wa happy wa severe could entered room must shaken hand heartily ever,0
thought well letter mr,1
knightley came desired read,1
wa sure mr,1
weston wishing communicated especially one like mr,1
knightley seen much blame conduct,1
shall glad look said seems long,1
take home night,1
would,1
mr,1
weston wa call evening must return,1
would rather talking replied seems matter justice shall done,0
beganstopping however almost directly say offered sight one gentleman letter motherinlaw month ago emma would taken indifference,0
proceeded little farther reading smile observed humph fine complimentary opening way,0
one man style must rule anothers,1
severe,1
natural added shortly afterwards speak opinion aloud read,1
shall feel near,1
great loss time dislike,1
wish,1
mr,1
knightley returned reading greater alacrity,1
trifle said temptation,1
know wrong ha nothing rational urge,1
bad,1
ought formed engagement,1
father disposition unjust however father,1
mr,1
weston sanguine temper wa blessing upright honourable exertion mr,0
weston earned every present comfort endeavoured gain,1
true come till miss fairfax wa,1
forgotten said emma sure might come sooner would,1
pas handsomely perfectly right,1
wa quite impartial judgment emmabut yet think casei still distrusted,0
came miss woodhouse wa obliged read whole aloudall related smile look shake head word two assent disapprobation merely love subject required concluding however seriously steady reflection thus badthough might worse,0
playing dangerous game,1
much indebted event acquittal,1
judge manner,1
always deceived fact wish regardless little besides convenience,1
fancying fathomed secret,1
natural enough mind full intrigue suspect others,1
mystery finessehow pervert understanding emma doe every thing serve prove beauty truth sincerity dealing emma agreed blush sensibility harriets account could give sincere explanation,0
better go said,1
soon stopt say pianoforte ah wa act young man one young consider whether inconvenience might much exceed pleasure,0
boyish scheme indeedi comprehend man wishing give woman proof affection know would rather dispense know would prevented instrument coming could,0
made progress without pause,1
frank churchill confession behaved shamefully wa first thing call word passing,0
perfectly agree sirwas remark,1
behave shamefully,1
never wrote truer line,1
gone immediately followed basis disagreement persisting act direct opposition jane fairfaxs sense right made fuller pause say bad,0
induced place sake situation extreme difficulty uneasiness first object prevent suffering unnecessarily,0
must much contend carrying correspondence could,1
respected even unreasonable scruple reasonable,1
must look one fault remember done wrong thing consenting engagement bear state punishment,0
emma knew wa getting box hill party grew uncomfortable,0
behaviour improper wa deeply ashamed little afraid next look,0
wa read however steadily attentively without smallest remark excepting one momentary glance instantly withdrawn fear giving painno remembrance box hill seemed exist,0
saying much delicacy good friend eltons wa next observation,0
feeling natural,1
actually resolve break entirelyshe felt engagement source repentance misery dissolved,0
view give sense behaviourwell must extraordinary nay nay read,0
find much suffers,1
hope doe replied mr,1
knightley coolly resuming letter,1
smallridgewhat doe mean engaged go governess mr,1
smallridges child dear friend mr,1
eltonsa neighbour maple grove bye wonder mr,1
elton bear disappointment say nothing dear emma oblige readnot even mr,0
elton,1
one page,1
shall soon done,1
letter man writes wish would read kinder spirit towards,0
well feeling,1
doe seem suffered finding ill,1
certainly doubt fond,1
dearer much dearer ever,1
hope may long continue feel value reconciliation,1
liberal thanker thousand ten thousand,1
happier deserve,1
come know,1
miss woodhouse call child good fortune,1
miss woodhouses word fine endingand letter,1
child good fortune wa name wa appear well satisfied letter still must least hope must think better,0
hope doe service,1
yes certainly doe,1
ha great fault fault inconsideration thoughtlessness much opinion thinking likely happier deserves still beyond doubt really attached miss fairfax soon may hoped advantage constantly ready believe character improve acquire steadiness delicacy principle want,0
let talk something else,1
another person interest present much heart think longer frank churchill,0
ever since left morning emma mind ha hard work one subject,0
subject followed wa plain unaffected gentlemanlike english mr,1
knightley used even woman wa love able ask marry without attacking happiness father,0
emmas answer wa ready first word,1
dear father lived change condition must impossible,1
could never quit,1
part answer however wa admitted,1
impossibility quitting father mr,1
knightley felt strongly inadmissibility change could agree,1
thinking deeply intently first hoped induce mr,1
woodhouse remove donwell wanted believe feasible knowledge mr,1
woodhouse would suffer deceive long confessed persuasion transplantation would risk father comfort perhaps even life must hazarded,0
mr,1
woodhouse taken hartfieldno felt ought attempted,1
plan arisen sacrifice trusted dearest emma would find respect objectionable wa received hartfield long father happiness word liferequired hartfield continue home likewise,0
removing donwell emma already passing thought,1
like tried scheme rejected alternative occurred,1
wa sensible affection evinced,1
felt quitting donwell must sacrificing great deal independence hour habit living constantly father house would much much borne,0
promised think advised think wa fully convinced reflection could alter wish opinion subject,0
given could assure long calm consideration walking away william larkins whole morning thought,0
ah one difficulty unprovided cried emma,1
sure william larkins like,1
must get consent ask mine,1
promised however think pretty nearly promised moreover think intention finding good scheme,0
remarkable emma many many point view wa beginning consider donwell abbey wa never struck sense injury nephew henry whose right heirexpectant formerly tenaciously regarded,0
think must possible difference poor little boy yet gave saucy conscious smile found amusement detecting real cause violent dislike mr,0
knightleys marrying jane fairfax body else time wholly imputed amiable solicitude sister aunt,0
proposal plan marrying continuing hartfield contemplated pleasing became,1
evil seemed lessen advantage increase mutual good outweigh every drawback,0
companion period anxiety cheerlessness partner duty care time must giving increase melancholy would happy poor harriet every blessing seemed involve advance suffering friend must even excluded hartfield,0
delightful family party emma wa securing poor harriet must mere charitable caution kept distance,0
would loser every way,1
emma could deplore future absence deduction enjoyment,1
party harriet would rather dead weight otherwise poor girl seemed peculiarly cruel necessity wa placing state unmerited punishment,0
time course mr,1
knightley would forgotten supplanted could expected happen early,1
mr,1
knightley would nothing assist cure like mr,1
elton,1
mr,1
knightley always kind feeling truly considerate every body would never deserve less worshipped really wa much hope even harriet could love three men one year,0
chapter xvi wa great relief emma find harriet desirous avoid meeting,0
intercourse wa painful enough letter,1
much worse obliged meet harriet expressed much might supposed without reproach apparent sense illusage yet emma fancied wa something resentment something bordering style increased desirableness separate,0
might consciousness seemed angel could quite without resentment stroke,0
difficulty procuring isabella invitation wa fortunate sufficient reason asking without resorting invention,0
wa tooth amiss,1
harriet really wished wished time consult dentist,1
mr,1
john knightley wa delighted use thing ill health wa recommendation herand though fond dentist mr,0
wingfield wa quite eager harriet care,1
wa thus settled sister side emma proposed friend found persuadable,0
harriet wa go wa invited least fortnight wa conveyed mr,0
woodhouses carriage,1
wa arranged wa completed harriet wa safe brunswick square,0
emma could indeed enjoy mr,1
knightleys visit could talk could listen true happiness unchecked sense injustice guilt something painful haunted remembering disappointed heart wa near much might moment little distance enduring feeling led astray,0
difference harriet mr,1
goddard london made perhaps unreasonable difference emmas sensation could think london without object curiosity employment must averting past carrying,0
would allow anxiety succeed directly place mind harriet occupied,0
wa communication one could competent make confession engagement father would nothing present,0
resolved defer disclosure till mr,1
weston safe well,1
additional agitation thrown period among loved evil act anticipation appointed time,0
fortnight least leisure peace mind crown every warmer agitating delight,0
soon resolved equally duty pleasure employ half hour holiday spirit calling miss fairfax,0
ought goand wa longing see resemblance present situation increasing every motive goodwill,0
would secret satisfaction consciousness similarity prospect would certainly add interest attend thing jane might communicate,0
wentshe driven unsuccessfully door house since morning box hill poor jane distress filled compassion though worst suffering unsuspected,0
fear still unwelcome determined though assured home wait passage send name,0
heard patty announcing bustle succeeded poor miss bates made happily intelligible,0
heard nothing instant reply beg walk upand moment afterwards wa met stair jane coming eagerly forward reception felt sufficient,0
emma never seen look well lovely engaging,1
wa consciousness animation warmth wa every thing countenance manner could ever wanted,0
came forward offered hand said low feeling tone kind indeedmiss woodhouse impossible expressi hope believeexcuse entirely without word,0
emma wa gratified would soon shewn want word sound mr,0
eltons voice sittingroom checked made expedient compress friendly congratulatory sensation earnest shake hand,0
mr,1
bates mr,1
elton together,1
miss bates wa accounted previous tranquillity,1
emma could wished mr,1
elton elsewhere wa humour patience every body mr,1
elton met unusual graciousness hoped rencontre would harm,1
soon believed penetrate mr,1
eltons thought understand wa like happy spirit wa miss fairfaxs confidence fancying acquainted wa still secret people,0
emma saw symptom immediately expression face paying compliment mr,0
bates appearing attend good old lady reply saw sort anxious parade mystery fold letter apparently reading aloud miss fairfax return purple gold reticule side saying significant nod finish time know,0
shall want opportunity,1
fact heard essential already,1
wanted prove mr,1
,1
admits apology offended,1
see delightfully writes,1
oh sweet creature would doated gone,1
word,1
let u discreet quite good behaviour,1
hushyou remember line forget poem moment lady case know thing give place,0
say dear case lady readmum word wise,1
fine flow spirit ant want set heart ease mr,0
,1
representation see ha quite appeased,1
emmas merely turning head look mr,1
batess knitting added half whisper mentioned name observe,1
oh cautious minister state,1
managed extremely well,1
emma could doubt,1
wa palpable display repeated every possible occasion,1
talked little harmony weather mr,1
weston found abruptly addressed think miss woodhouse saucy little friend charmingly recovereddo think cure doe perry highest credithere wa sideglance great meaning jane,0
upon word perry ha restored wonderful short time oh seen wa worst mr,0
bates wa saying something emma whispered farther say word assistance perry might word certain young physician windsor,0
oh perry shall credit,1
scarce pleasure seeing miss woodhouse shortly afterwards began since party box hill,0
pleasant party,1
yet think wa something wanting,1
thing seemthat seemed little cloud upon spirit,1
appeared least might mistaken,1
however think answered far tempt one go,1
say collecting party exploring box hill fine weather last must party know quite party one exception,0
soon miss bates came emma could help diverted perplexity first answer resulting supposed doubt might said impatience say every thing,0
thank dear miss woodhouse kindness,1
impossible sayyes indeed quite understanddearest janes prospect mean,1
charmingly recovered,1
mr,1
woodhousei glad,1
quite power,1
happy little circle find u,1
yes indeed,1
charming young manthat isso friendly mean good mr,1
perry attention janeand great commonly thankful delight towards mr,0
elton emma guessed little show resentment towards jane vicarage quarter wa graciously overcome,0
whisper indeed placed beyond guess mr,1
elton speaking louder said yes good friend long anywhere else think necessary apologise truth waiting lord master,0
promised join pay respect,1
pleasure call mr,1
elton favour indeed know gentleman like morning visit mr,0
eltons time engaged,1
upon word miss bates,1
really engaged morning night,1
end people coming pretence,1
magistrate overseer churchwarden always wanting opinion,1
seem able thing without,1
upon word mr,1
e,1
often say rather,1
know would become crayon instrument half many applicant,1
bad enough absolutely neglect unpardonable degree,1
believe played bar fortnight,1
however coming assure yes indeed purpose wait,1
putting hand screen word emmaa congratulatory visit know,1
oh yes quite indispensable,1
miss bates looked happily promised come soon could disengage knightley knightley shut together deep consultation,0
mr,1
e,1
knightleys right hand,1
emma would smiled world said mr,1
elton gone foot donwellhe hot walk,1
oh meeting crown regular meeting,1
weston cole one apt speak lead,1
fancy mr,1
e,1
knightley every thing way,1
mistaken day said emma,1
almost certain meeting crown till tomorrow,1
mr,1
knightley wa hartfield yesterday spoke saturday,1
oh meeting certainly today wa abrupt answer denoted impossibility blunder mr,0
eltons side,1
believe continued troublesome parish ever wa,1
never heard thing maple grove,1
parish wa small said jane,1
upon word dear know never heard subject talked,1
proved smallness school heard speak patronage sister mr,1
bragge school fiveandtwenty child,1
ah clever creature thats true,1
thinking brain say jane perfect character make could shaken together,0
liveliness solidity would produce perfection,1
presume insinuate however people may think perfection already,1
hush word please,1
seemed unnecessary caution jane wa wanting give word mr,0
elton miss woodhouse latter plainly saw,1
wish distinguishing far civility permitted wa evident though could often proceed beyond look,0
mr,1
elton made appearance,1
lady greeted sparkling vivacity,1
pretty sir upon word send encumbrance friend long vouchsafe come knew dutiful creature deal,0
knew stir till lord master appeared,1
sitting hour giving young lady sample true conjugal obediencefor say know soon may wanted mr,0
elton wa hot tired wit seemed thrown away,1
civility lady must paid subsequent object wa lament heat wa suffering walk nothing,0
got donwell said knightley could found,1
odd unaccountable note sent morning message returned certainly home till one,0
donwell cried wife,1
dear mr,1
e,1
donwellyou mean crown come meeting crown,1
thats tomorrow particularly wanted see knightley today account,1
dreadful broiling morning went field toospeaking tone great illusage made much worse,0
find home assure pleased,1
apology left message,1
housekeeper declared knew nothing expected,1
extraordinaryand nobody knew way wa gone,1
perhaps hartfield perhaps abbey mill perhaps wood,1
miss woodhouse like friend knightleycan explain emma amused protesting wa extraordinary indeed syllable say,0
imagine said mr,1
elton feeling indignity wife ought imagine could thing people world last person one expect forgottenmy dear mr,0
e,1
must left message sure must,1
even knightley could eccentric servant forgot,1
depend upon wa case likely happen donwell servant often observed extremely awkward remiss,0
sure would creature harry stand sideboard consideration,1
mr,1
hodges wright hold cheap indeed,1
promised wright receipt never sent,1
met william larkins continued mr,1
elton got near house told find master home believe,0
william seemed rather humour,1
know wa come master lately said could hardly ever get speech,0
nothing williams want really great importance see knightley today becomes matter therefore serious inconvenience hot walk purpose,0
emma felt could better go home directly,1
probability wa time waited mr,1
knightley might preserved sinking deeper aggression towards mr,1
elton towards william larkins,1
wa pleased taking leave find miss fairfax determined attend room go even downstairs gave opportunity immediately made use say well perhaps possibility,0
surrounded friend might tempted introduce subject ask question speak openly might strictly correct,0
feel certainly impertinent,1
oh cried jane blush hesitation emma thought infinitely becoming elegance usual composurethere would danger,0
danger would wearying,1
could gratified expressing interest,1
indeed miss woodhouse speaking collectedly consciousness misconduct great misconduct particularly consoling know friend whose good opinion worth preserving disgusted degree toi time half could wish say,0
long make apology excuse urge something,1
feel due,1
unfortunatelyin short compassion doe stand friend oh scrupulous indeed cried emma warmly taking hand,0
owe apology every body might supposed owe perfectly satisfied delighted even kind know manner,0
cold artificiali always part act,1
wa life deceiti know must disgusted,1
pray say,1
feel apology side,1
let u forgive,1
must whatever done quickest think feeling lose time,1
hope pleasant account windsor,1
next news suppose lose begin know,1
oh course nothing thought yet,1
till claimed colonel mr,1
campbell,1
nothing actually settled yet perhaps replied emma smilingbut excuse must thought,0
smile wa returned jane answered right ha thought,1
sure safe far living mr,1
churchill enscombe settled,1
must three month least deep mourning imagine nothing wait,0
thank thank,1
wanted assured,1
oh knew much love every thing decided open goodbye goodbye,0
chapter xvii mr,1
weston friend made happy safety satisfaction welldoing could increased emma wa knowing mother little girl,0
decided wishing miss weston,1
would acknowledge wa view making match hereafter either isabella son wa convinced daughter would suit father mother best,0
would great comfort mr,1
weston grew older even mr,1
weston might growing older ten year henceto fireside enlivened sport nonsense freak fancy child never banished home mr,0
weston one could doubt daughter would would quite pity one well knew teach power exercise,0
ha advantage know practising continuedlike la baronne dalmane la comtesse dostalis madame de genlis adelaide theodore shall see little adelaide educated perfect plan,0
replied mr,1
knightley indulge even believe doe indulge,1
difference,1
poor child cried emma rate become nothing bad,1
fate thousand,1
disagreeable infancy correct grows older,1
losing bitterness spoilt child dearest emma,1
owing happiness would horrible ingratitude severe emma laughed replied assistance endeavour counteract indulgence people,0
